Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Imani,Pyromania,Swift Sear,4,49%,400,42%,55%
Imani,Pyromania,Cooling Runes,4,48%,375,41%,55%
Imani,Pyromania,Arcane Flame,4,48%,227,39%,56%
Imani,Pyromania,Pilgrimage,4,48%,170,38%,57%
Imani,Pyromania,Elemental Barrier,4,46%,273,38%,54%
Imani,Pyromania,Permafrost,4,48%,82,35%,62%
Imani,Pyromania,Heat Sink,4,40%,319,33%,47%
Imani,Pyromania,Mystic Fire,4,48%,31,27%,69%
Imani,Pyromania,Arcane Ice,4,50%,12,20%,79%
Imani,Pyromania,Pyretic Momentum,3,53%,901,49%,58%
Imani,Pyromania,Cooling Runes,3,53%,311,46%,60%
Imani,Pyromania,Ice in her Veins,3,51%,923,46%,55%
Imani,Pyromania,Permafrost,3,51%,323,44%,58%
Imani,Pyromania,Elemental Grace,3,49%,871,44%,53%
Imani,Pyromania,Discipline,3,49%,684,44%,54%
Imani,Pyromania,Swift Sear,3,47%,"2,119",44%,49%
Imani,Pyromania,Arcane Flame,3,46%,"1,701",43%,49%
Imani,Pyromania,Ancient Duty,3,48%,483,42%,54%
Imani,Pyromania,Affinity,3,46%,746,42%,51%
Imani,Pyromania,Heat Sink,3,45%,"1,499",42%,48%
Imani,Pyromania,Elemental Barrier,3,48%,294,41%,56%
Imani,Pyromania,Pilgrimage,3,47%,303,39%,54%
Imani,Pyromania,Mystic Fire,3,45%,326,38%,52%
Imani,Pyromania,Draconic Will,3,43%,517,38%,49%
Imani,Pyromania,Arcane Ice,3,44%,38,25%,63%
Imani,Pyromania,Pilgrimage,2,55%,750,50%,59%
Imani,Pyromania,Mystic Fire,2,55%,279,47%,62%
Imani,Pyromania,Swift Sear,2,50%,"1,301",47%,54%
Imani,Pyromania,Draconic Will,2,51%,410,45%,58%
Imani,Pyromania,Arcane Flame,2,50%,683,45%,55%
Imani,Pyromania,Ice in her Veins,2,50%,504,45%,56%
Imani,Pyromania,Pyretic Momentum,2,46%,"2,187",44%,49%
Imani,Pyromania,Heat Sink,2,49%,435,43%,55%
Imani,Pyromania,Affinity,2,49%,397,43%,56%
Imani,Pyromania,Ancient Duty,2,48%,639,43%,54%
Imani,Pyromania,Elemental Grace,2,49%,399,42%,55%
Imani,Pyromania,Permafrost,2,47%,460,41%,53%
Imani,Pyromania,Cooling Runes,2,46%,571,40%,51%
Imani,Pyromania,Discipline,2,45%,627,40%,50%
Imani,Pyromania,Elemental Barrier,2,48%,233,39%,56%
Imani,Pyromania,Arcane Ice,2,45%,87,32%,59%
Imani,Pyromania,Pyretic Momentum,1,55%,724,50%,59%
Imani,Pyromania,Arcane Flame,1,55%,432,49%,61%
Imani,Pyromania,Ice in her Veins,1,54%,577,49%,60%
Imani,Pyromania,Discipline,1,54%,287,46%,61%
Imani,Pyromania,Affinity,1,53%,345,46%,60%
Imani,Pyromania,Permafrost,1,52%,401,46%,58%
Imani,Pyromania,Swift Sear,1,49%,838,45%,54%
Imani,Pyromania,Ancient Duty,1,50%,519,44%,55%
Imani,Pyromania,Cooling Runes,1,50%,485,44%,56%
Imani,Pyromania,Heat Sink,1,49%,525,43%,54%
Imani,Pyromania,Pilgrimage,1,49%,431,43%,55%
Imani,Pyromania,Mystic Fire,1,50%,272,42%,57%
Imani,Pyromania,Elemental Grace,1,44%,483,39%,50%
Imani,Pyromania,Draconic Will,1,48%,128,37%,59%
Imani,Pyromania,Elemental Barrier,1,45%,137,35%,56%
Imani,Pyromania,Arcane Ice,1,35%,59,20%,50%
Imani,Splitting Ice,Pyretic Momentum,5,56%,"2,347",53%,58%
Imani,Splitting Ice,Elemental Grace,5,56%,"1,929",53%,59%
Imani,Splitting Ice,Ancient Duty,5,54%,"4,950",53%,56%
Imani,Splitting Ice,Ice in her Veins,5,53%,"1,615",50%,56%
Imani,Splitting Ice,Draconic Will,5,51%,"8,995",50%,52%
Imani,Splitting Ice,Swift Sear,5,53%,"1,009",49%,57%
Imani,Splitting Ice,Pilgrimage,5,57%,214,48%,66%
Imani,Splitting Ice,Affinity,5,50%,"7,009",48%,51%
Imani,Splitting Ice,Heat Sink,5,55%,297,47%,62%
Imani,Splitting Ice,Discipline,5,53%,520,47%,58%
Imani,Splitting Ice,Cooling Runes,5,50%,"1,503",46%,53%
Imani,Splitting Ice,Elemental Barrier,5,50%,530,45%,56%
Imani,Splitting Ice,Permafrost,5,49%,928,45%,53%
Imani,Splitting Ice,Arcane Ice,5,48%,554,43%,54%
Imani,Splitting Ice,Arcane Flame,5,53%,94,40%,66%
Imani,Splitting Ice,Mystic Fire,5,52%,38,33%,71%
Imani,Splitting Ice,Pyretic Momentum,4,52%,"3,082",50%,55%
Imani,Splitting Ice,Swift Sear,4,53%,"1,650",49%,56%
Imani,Splitting Ice,Ancient Duty,4,52%,"2,824",49%,54%
Imani,Splitting Ice,Draconic Will,4,51%,"4,273",49%,53%
Imani,Splitting Ice,Discipline,4,51%,"2,985",49%,53%
Imani,Splitting Ice,Arcane Flame,4,53%,569,48%,58%
Imani,Splitting Ice,Elemental Grace,4,51%,"1,808",48%,54%
Imani,Splitting Ice,Cooling Runes,4,50%,"2,251",47%,53%
Imani,Splitting Ice,Permafrost,4,50%,"1,475",47%,53%
Imani,Splitting Ice,Affinity,4,49%,"5,054",47%,51%
Imani,Splitting Ice,Ice in her Veins,4,48%,"5,352",47%,50%
Imani,Splitting Ice,Mystic Fire,4,55%,142,45%,66%
Imani,Splitting Ice,Elemental Barrier,4,48%,768,44%,53%
Imani,Splitting Ice,Pilgrimage,4,48%,572,43%,53%
Imani,Splitting Ice,Heat Sink,4,43%,"1,126",40%,47%
Imani,Splitting Ice,Arcane Ice,4,51%,93,38%,64%
Imani,Splitting Ice,Cooling Runes,3,54%,"2,905",51%,56%
Imani,Splitting Ice,Affinity,3,52%,"5,145",50%,54%
Imani,Splitting Ice,Pyretic Momentum,3,52%,"4,527",50%,54%
Imani,Splitting Ice,Swift Sear,3,52%,"4,325",50%,53%
Imani,Splitting Ice,Elemental Grace,3,52%,"3,984",50%,54%
Imani,Splitting Ice,Ice in her Veins,3,51%,"3,650",49%,53%
Imani,Splitting Ice,Draconic Will,3,51%,"2,607",49%,54%
Imani,Splitting Ice,Permafrost,3,51%,"2,484",49%,54%
Imani,Splitting Ice,Discipline,3,51%,"2,235",49%,54%
Imani,Splitting Ice,Ancient Duty,3,48%,"4,044",46%,50%
Imani,Splitting Ice,Arcane Ice,3,51%,364,45%,58%
Imani,Splitting Ice,Arcane Flame,3,48%,"1,336",45%,52%
Imani,Splitting Ice,Elemental Barrier,3,49%,800,44%,53%
Imani,Splitting Ice,Heat Sink,3,47%,"1,456",44%,51%
Imani,Splitting Ice,Pilgrimage,3,46%,"3,292",44%,48%
Imani,Splitting Ice,Mystic Fire,3,44%,"2,686",42%,47%
Imani,Splitting Ice,Affinity,2,54%,"2,371",51%,56%
Imani,Splitting Ice,Ancient Duty,2,53%,"2,661",50%,55%
Imani,Splitting Ice,Swift Sear,2,51%,"3,258",49%,54%
Imani,Splitting Ice,Elemental Grace,2,51%,"2,862",49%,53%
Imani,Splitting Ice,Ice in her Veins,2,51%,"2,766",48%,53%
Imani,Splitting Ice,Pilgrimage,2,51%,"2,220",48%,54%
Imani,Splitting Ice,Mystic Fire,2,53%,505,47%,59%
Imani,Splitting Ice,Draconic Will,2,50%,"1,332",47%,54%
Imani,Splitting Ice,Cooling Runes,2,49%,"3,293",46%,51%
Imani,Splitting Ice,Arcane Flame,2,49%,"1,589",46%,52%
Imani,Splitting Ice,Pyretic Momentum,2,48%,"5,787",46%,50%
Imani,Splitting Ice,Heat Sink,2,49%,"1,462",45%,52%
Imani,Splitting Ice,Elemental Barrier,2,49%,"1,065",45%,53%
Imani,Splitting Ice,Discipline,2,47%,"2,471",45%,50%
Imani,Splitting Ice,Permafrost,2,47%,"2,250",45%,50%
Imani,Splitting Ice,Arcane Ice,2,44%,478,39%,50%
Imani,Splitting Ice,Swift Sear,1,53%,"4,575",51%,55%
Imani,Splitting Ice,Cooling Runes,1,53%,"2,370",51%,56%
Imani,Splitting Ice,Elemental Grace,1,53%,"2,628",50%,55%
Imani,Splitting Ice,Affinity,1,53%,"1,824",50%,56%
Imani,Splitting Ice,Heat Sink,1,53%,"1,440",50%,56%
Imani,Splitting Ice,Ice in her Veins,1,52%,"2,922",50%,55%
Imani,Splitting Ice,Mystic Fire,1,54%,800,49%,58%
Imani,Splitting Ice,Pyretic Momentum,1,52%,"3,113",49%,54%
Imani,Splitting Ice,Arcane Flame,1,52%,"2,422",49%,54%
Imani,Splitting Ice,Pilgrimage,1,52%,"2,080",49%,55%
Imani,Splitting Ice,Ancient Duty,1,51%,"2,614",49%,54%
Imani,Splitting Ice,Draconic Will,1,53%,601,48%,58%
Imani,Splitting Ice,Permafrost,1,51%,"1,324",47%,55%
Imani,Splitting Ice,Discipline,1,50%,"1,650",47%,53%
Imani,Splitting Ice,Arcane Ice,1,51%,409,45%,57%
Imani,Splitting Ice,Elemental Barrier,1,50%,587,45%,55%
Inara,Mother's Grace,Steadfast,5,49%,"8,777",48%,51%
Inara,Mother's Grace,Geomancer,5,48%,"35,456",47%,49%
Inara,Mother's Grace,Stone Bulwark,5,48%,"15,651",47%,49%
Inara,Mother's Grace,Sacred Ground,5,47%,"10,224",46%,49%
Inara,Mother's Grace,Caretaker,5,49%,"1,213",45%,53%
Inara,Mother's Grace,Standing Stones,5,47%,"2,088",44%,50%
Inara,Mother's Grace,Rolling Stones,5,46%,"1,288",43%,50%
Inara,Mother's Grace,Crag,5,48%,607,42%,53%
Inara,Mother's Grace,Summit,5,48%,545,42%,53%
Inara,Mother's Grace,Plateau,5,46%,410,40%,52%
Inara,Mother's Grace,Insurmountable,5,40%,331,33%,47%
Inara,Mother's Grace,Living Stone,5,43%,62,28%,58%
Inara,Mother's Grace,Cloudbreaker,5,44%,52,27%,60%
Inara,Mother's Grace,Whetstone,5,33%,83,20%,46%
Inara,Mother's Grace,Lodestone,5,50%,2,6%,93%
Inara,Mother's Grace,Shear,5,33%,12,4%,62%
Inara,Mother's Grace,Stone Bulwark,4,49%,"19,894",48%,49%
Inara,Mother's Grace,Steadfast,4,49%,"16,513",48%,50%
Inara,Mother's Grace,Geomancer,4,48%,"12,143",47%,50%
Inara,Mother's Grace,Sacred Ground,4,48%,"9,403",46%,49%
Inara,Mother's Grace,Caretaker,4,48%,"1,276",44%,51%
Inara,Mother's Grace,Standing Stones,4,46%,"3,580",44%,48%
Inara,Mother's Grace,Rolling Stones,4,46%,"1,745",43%,49%
Inara,Mother's Grace,Crag,4,49%,329,42%,56%
Inara,Mother's Grace,Summit,4,50%,208,41%,59%
Inara,Mother's Grace,Plateau,4,49%,222,41%,58%
Inara,Mother's Grace,Insurmountable,4,49%,158,39%,59%
Inara,Mother's Grace,Living Stone,4,50%,90,36%,63%
Inara,Mother's Grace,Cloudbreaker,4,48%,110,36%,60%
Inara,Mother's Grace,Whetstone,4,49%,53,32%,65%
Inara,Mother's Grace,Lodestone,4,50%,2,6%,93%
Inara,Mother's Grace,Shear,4,0%,3,0%,34%
Inara,Mother's Grace,Steadfast,3,48%,"16,783",47%,49%
Inara,Mother's Grace,Stone Bulwark,3,48%,"8,235",47%,50%
Inara,Mother's Grace,Insurmountable,3,52%,634,46%,57%
Inara,Mother's Grace,Geomancer,3,48%,"3,753",46%,50%
Inara,Mother's Grace,Sacred Ground,3,47%,"6,405",46%,49%
Inara,Mother's Grace,Rolling Stones,3,48%,"3,047",45%,50%
Inara,Mother's Grace,Standing Stones,3,46%,"3,760",44%,48%
Inara,Mother's Grace,Caretaker,3,46%,"2,999",44%,49%
Inara,Mother's Grace,Plateau,3,49%,522,43%,54%
Inara,Mother's Grace,Summit,3,49%,366,42%,55%
Inara,Mother's Grace,Crag,3,44%,963,40%,48%
Inara,Mother's Grace,Whetstone,3,49%,165,39%,59%
Inara,Mother's Grace,Living Stone,3,44%,415,38%,50%
Inara,Mother's Grace,Cloudbreaker,3,45%,265,37%,53%
Inara,Mother's Grace,Lodestone,3,45%,160,35%,54%
Inara,Mother's Grace,Shear,3,40%,122,29%,52%
Inara,Mother's Grace,Steadfast,2,48%,"7,838",46%,49%
Inara,Mother's Grace,Rolling Stones,2,48%,"5,137",46%,49%
Inara,Mother's Grace,Sacred Ground,2,48%,"4,980",46%,50%
Inara,Mother's Grace,Stone Bulwark,2,48%,"4,194",46%,50%
Inara,Mother's Grace,Geomancer,2,48%,"3,139",46%,50%
Inara,Mother's Grace,Caretaker,2,48%,"3,012",45%,50%
Inara,Mother's Grace,Standing Stones,2,46%,"4,711",45%,48%
Inara,Mother's Grace,Shear,2,51%,342,44%,58%
Inara,Mother's Grace,Crag,2,48%,"1,473",44%,51%
Inara,Mother's Grace,Insurmountable,2,48%,"1,033",44%,52%
Inara,Mother's Grace,Living Stone,2,46%,707,42%,51%
Inara,Mother's Grace,Plateau,2,45%,833,41%,50%
Inara,Mother's Grace,Summit,2,48%,239,40%,57%
Inara,Mother's Grace,Whetstone,2,47%,308,40%,54%
Inara,Mother's Grace,Lodestone,2,47%,288,39%,54%
Inara,Mother's Grace,Cloudbreaker,2,44%,607,39%,49%
Inara,Mother's Grace,Insurmountable,1,49%,"19,042",48%,49%
Inara,Mother's Grace,Standing Stones,1,49%,"12,684",47%,50%
Inara,Mother's Grace,Sacred Ground,1,49%,"4,634",47%,50%
Inara,Mother's Grace,Shear,1,49%,"3,896",47%,51%
Inara,Mother's Grace,Lodestone,1,48%,"15,998",47%,49%
Inara,Mother's Grace,Rolling Stones,1,48%,"11,558",47%,49%
Inara,Mother's Grace,Geomancer,1,49%,"1,333",46%,53%
Inara,Mother's Grace,Steadfast,1,48%,"4,856",46%,50%
Inara,Mother's Grace,Caretaker,1,48%,"4,548",46%,50%
Inara,Mother's Grace,Summit,1,49%,"1,001",45%,53%
Inara,Mother's Grace,Cloudbreaker,1,49%,845,45%,54%
Inara,Mother's Grace,Stone Bulwark,1,47%,"3,712",45%,49%
Inara,Mother's Grace,Plateau,1,47%,"2,118",44%,50%
Inara,Mother's Grace,Crag,1,47%,"1,627",44%,51%
Inara,Mother's Grace,Living Stone,1,47%,"1,755",43%,50%
Inara,Mother's Grace,Whetstone,1,47%,638,42%,52%
Inara,Treacherous Ground,Shear,5,100%,1,56%,100%
Inara,Treacherous Ground,Sacred Ground,5,55%,"23,723",54%,55%
Inara,Treacherous Ground,Steadfast,5,55%,"4,294",53%,57%
Inara,Treacherous Ground,Standing Stones,5,54%,"12,545",53%,55%
Inara,Treacherous Ground,Rolling Stones,5,55%,"1,913",52%,58%
Inara,Treacherous Ground,Stone Bulwark,5,53%,"3,264",51%,55%
Inara,Treacherous Ground,Geomancer,5,52%,"5,274",50%,54%
Inara,Treacherous Ground,Caretaker,5,52%,"3,135",50%,54%
Inara,Treacherous Ground,Crag,5,53%,669,48%,58%
Inara,Treacherous Ground,Insurmountable,5,53%,355,47%,60%
Inara,Treacherous Ground,Summit,5,51%,990,47%,55%
Inara,Treacherous Ground,Living Stone,5,56%,78,42%,70%
Inara,Treacherous Ground,Plateau,5,48%,450,42%,54%
Inara,Treacherous Ground,Whetstone,5,51%,139,40%,61%
Inara,Treacherous Ground,Cloudbreaker,5,46%,121,34%,57%
Inara,Treacherous Ground,Lodestone,5,20%,5,0%,54%
Inara,Treacherous Ground,Standing Stones,4,55%,"16,937",54%,56%
Inara,Treacherous Ground,Sacred Ground,4,55%,"10,478",54%,56%
Inara,Treacherous Ground,Steadfast,4,54%,"5,268",53%,56%
Inara,Treacherous Ground,Rolling Stones,4,54%,"2,139",51%,57%
Inara,Treacherous Ground,Stone Bulwark,4,53%,"4,355",51%,55%
Inara,Treacherous Ground,Geomancer,4,53%,"4,233",51%,55%
Inara,Treacherous Ground,Caretaker,4,53%,"2,643",51%,56%
Inara,Treacherous Ground,Plateau,4,55%,289,48%,63%
Inara,Treacherous Ground,Whetstone,4,56%,179,47%,65%
Inara,Treacherous Ground,Crag,4,53%,448,47%,59%
Inara,Treacherous Ground,Summit,4,51%,378,44%,57%
Inara,Treacherous Ground,Insurmountable,4,51%,223,43%,60%
Inara,Treacherous Ground,Cloudbreaker,4,51%,141,40%,61%
Inara,Treacherous Ground,Living Stone,4,51%,43,32%,69%
Inara,Treacherous Ground,Lodestone,4,52%,17,26%,79%
Inara,Treacherous Ground,Shear,4,50%,14,21%,78%
Inara,Treacherous Ground,Caretaker,3,55%,"5,713",53%,56%
Inara,Treacherous Ground,Standing Stones,3,55%,"5,111",53%,57%
Inara,Treacherous Ground,Steadfast,3,54%,"17,208",53%,55%
Inara,Treacherous Ground,Sacred Ground,3,54%,"5,584",53%,56%
Inara,Treacherous Ground,Stone Bulwark,3,54%,"6,129",52%,55%
Inara,Treacherous Ground,Rolling Stones,3,53%,"3,809",51%,55%
Inara,Treacherous Ground,Geomancer,3,53%,"3,208",50%,55%
Inara,Treacherous Ground,Crag,3,53%,"1,432",49%,56%
Inara,Treacherous Ground,Living Stone,3,55%,302,48%,62%
Inara,Treacherous Ground,Plateau,3,52%,656,47%,57%
Inara,Treacherous Ground,Insurmountable,3,51%,"1,038",47%,55%
Inara,Treacherous Ground,Lodestone,3,56%,131,45%,67%
Inara,Treacherous Ground,Whetstone,3,52%,365,45%,59%
Inara,Treacherous Ground,Cloudbreaker,3,48%,496,43%,54%
Inara,Treacherous Ground,Summit,3,50%,250,42%,58%
Inara,Treacherous Ground,Shear,3,54%,75,40%,68%
Inara,Treacherous Ground,Rolling Stones,2,54%,"13,619",53%,55%
Inara,Treacherous Ground,Steadfast,2,54%,"6,957",52%,55%
Inara,Treacherous Ground,Stone Bulwark,2,54%,"4,611",52%,56%
Inara,Treacherous Ground,Geomancer,2,54%,"4,278",52%,56%
Inara,Treacherous Ground,Standing Stones,2,54%,"3,247",52%,56%
Inara,Treacherous Ground,Caretaker,2,53%,"3,675",51%,55%
Inara,Treacherous Ground,Lodestone,2,55%,754,50%,59%
Inara,Treacherous Ground,Crag,2,54%,"1,656",50%,57%
Inara,Treacherous Ground,Insurmountable,2,54%,"1,429",50%,57%
Inara,Treacherous Ground,Plateau,2,54%,"1,009",50%,58%
Inara,Treacherous Ground,Sacred Ground,2,51%,"2,480",49%,54%
Inara,Treacherous Ground,Shear,2,56%,206,48%,65%
Inara,Treacherous Ground,Cloudbreaker,2,52%,818,47%,56%
Inara,Treacherous Ground,Whetstone,2,52%,400,45%,58%
Inara,Treacherous Ground,Summit,2,50%,424,44%,56%
Inara,Treacherous Ground,Living Stone,2,45%,544,40%,51%
Inara,Treacherous Ground,Lodestone,1,55%,"15,261",53%,56%
Inara,Treacherous Ground,Stone Bulwark,1,55%,"4,474",53%,57%
Inara,Treacherous Ground,Caretaker,1,55%,"3,631",53%,57%
Inara,Treacherous Ground,Geomancer,1,55%,"2,984",53%,57%
Inara,Treacherous Ground,Crag,1,55%,"1,700",52%,58%
Inara,Treacherous Ground,Rolling Stones,1,54%,"5,253",52%,56%
Inara,Treacherous Ground,Standing Stones,1,54%,"3,890",52%,56%
Inara,Treacherous Ground,Living Stone,1,55%,"1,273",51%,59%
Inara,Treacherous Ground,Shear,1,55%,"1,082",51%,58%
Inara,Treacherous Ground,Steadfast,1,53%,"6,322",51%,55%
Inara,Treacherous Ground,Insurmountable,1,53%,"5,912",51%,55%
Inara,Treacherous Ground,Plateau,1,53%,"1,348",50%,57%
Inara,Treacherous Ground,Cloudbreaker,1,54%,746,49%,58%
Inara,Treacherous Ground,Sacred Ground,1,52%,"1,820",49%,55%
Inara,Treacherous Ground,Summit,1,52%,"1,122",48%,56%
Inara,Treacherous Ground,Whetstone,1,51%,977,47%,56%
Inara,Tremors,Shear,5,100%,1,56%,100%
Inara,Tremors,Crag,5,49%,"3,823",47%,51%
Inara,Tremors,Plateau,5,49%,"3,498",47%,51%
Inara,Tremors,Caretaker,5,52%,373,45%,59%
Inara,Tremors,Steadfast,5,48%,823,44%,52%
Inara,Tremors,Sacred Ground,5,47%,"1,267",43%,51%
Inara,Tremors,Rolling Stones,5,46%,612,41%,51%
Inara,Tremors,Cloudbreaker,5,47%,347,40%,54%
Inara,Tremors,Geomancer,5,44%,"1,035",40%,48%
Inara,Tremors,Stone Bulwark,5,43%,775,39%,48%
Inara,Tremors,Summit,5,43%,746,38%,47%
Inara,Tremors,Standing Stones,5,40%,273,33%,48%
Inara,Tremors,Insurmountable,5,40%,54,24%,57%
Inara,Tremors,Whetstone,5,41%,24,18%,64%
Inara,Tremors,Living Stone,5,40%,5,2%,77%
Inara,Tremors,Lodestone,5,0%,1,0%,43%
Inara,Tremors,Living Stone,4,83%,6,51%,100%
Inara,Tremors,Rolling Stones,4,50%,332,43%,56%
Inara,Tremors,Sacred Ground,4,48%,799,43%,52%
Inara,Tremors,Crag,4,48%,797,43%,52%
Inara,Tremors,Plateau,4,47%,609,42%,52%
Inara,Tremors,Whetstone,4,55%,67,40%,70%
Inara,Tremors,Steadfast,4,43%,"1,145",40%,47%
Inara,Tremors,Caretaker,4,47%,305,39%,54%
Inara,Tremors,Standing Stones,4,44%,797,39%,48%
Inara,Tremors,Stone Bulwark,4,43%,"1,164",39%,47%
Inara,Tremors,Geomancer,4,44%,513,38%,49%
Inara,Tremors,Cloudbreaker,4,45%,253,37%,53%
Inara,Tremors,Summit,4,43%,220,35%,52%
Inara,Tremors,Insurmountable,4,33%,33,13%,52%
Inara,Tremors,Shear,4,0%,1,0%,43%
Inara,Tremors,Plateau,3,51%,824,47%,56%
Inara,Tremors,Crag,3,50%,"1,161",46%,53%
Inara,Tremors,Rolling Stones,3,48%,"3,031",46%,51%
Inara,Tremors,Stone Bulwark,3,48%,920,44%,52%
Inara,Tremors,Steadfast,3,47%,"1,601",44%,50%
Inara,Tremors,Standing Stones,3,49%,479,43%,55%
Inara,Tremors,Sacred Ground,3,47%,936,43%,51%
Inara,Tremors,Geomancer,3,48%,409,42%,54%
Inara,Tremors,Caretaker,3,45%,561,40%,50%
Inara,Tremors,Cloudbreaker,3,44%,399,37%,50%
Inara,Tremors,Summit,3,46%,144,36%,56%
Inara,Tremors,Insurmountable,3,44%,163,34%,53%
Inara,Tremors,Living Stone,3,46%,50,28%,63%
Inara,Tremors,Whetstone,3,42%,59,26%,58%
Inara,Tremors,Shear,3,36%,49,20%,53%
Inara,Tremors,Lodestone,3,36%,22,12%,59%
Inara,Tremors,Summit,2,55%,257,47%,63%
Inara,Tremors,Stone Bulwark,2,49%,563,43%,54%
Inara,Tremors,Rolling Stones,2,47%,977,42%,51%
Inara,Tremors,Sacred Ground,2,47%,591,42%,52%
Inara,Tremors,Caretaker,2,47%,471,41%,53%
Inara,Tremors,Steadfast,2,46%,855,41%,50%
Inara,Tremors,Insurmountable,2,48%,244,40%,56%
Inara,Tremors,Plateau,2,47%,451,40%,53%
Inara,Tremors,Crag,2,44%,465,38%,50%
Inara,Tremors,Geomancer,2,44%,383,37%,50%
Inara,Tremors,Standing Stones,2,44%,313,36%,51%
Inara,Tremors,Whetstone,2,49%,77,35%,63%
Inara,Tremors,Living Stone,2,47%,108,35%,59%
Inara,Tremors,Cloudbreaker,2,42%,278,34%,49%
Inara,Tremors,Lodestone,2,41%,56,25%,57%
Inara,Tremors,Shear,2,40%,64,25%,55%
Inara,Tremors,Steadfast,1,48%,"3,647",46%,51%
Inara,Tremors,Geomancer,1,48%,"2,838",46%,50%
Inara,Tremors,Insurmountable,1,48%,"1,533",44%,51%
Inara,Tremors,Plateau,1,49%,400,42%,55%
Inara,Tremors,Cloudbreaker,1,49%,327,42%,56%
Inara,Tremors,Rolling Stones,1,47%,809,42%,51%
Inara,Tremors,Lodestone,1,45%,"1,518",42%,49%
Inara,Tremors,Caretaker,1,46%,450,40%,52%
Inara,Tremors,Sacred Ground,1,45%,571,39%,50%
Inara,Tremors,Standing Stones,1,44%,566,39%,50%
Inara,Tremors,Summit,1,47%,202,38%,55%
Inara,Tremors,Stone Bulwark,1,43%,511,38%,49%
Inara,Tremors,Crag,1,43%,277,36%,51%
Inara,Tremors,Living Stone,1,44%,164,34%,54%
Inara,Tremors,Whetstone,1,43%,144,33%,54%
Inara,Tremors,Shear,1,43%,144,32%,53%
Io,Goddess' Blessing,Moonwalk,5,52%,"3,915",50%,54%
Io,Goddess' Blessing,Sanctum of Faith,5,52%,"2,045",49%,55%
Io,Goddess' Blessing,Protectors,5,51%,"1,514",48%,54%
Io,Goddess' Blessing,Swift Arrows,5,50%,699,45%,55%
Io,Goddess' Blessing,Feral Strength,5,55%,140,44%,65%
Io,Goddess' Blessing,Moonlight Garden,5,50%,529,44%,56%
Io,Goddess' Blessing,Spirit Arrows,5,64%,28,43%,85%
Io,Goddess' Blessing,Restored Faith,5,45%,451,39%,51%
Io,Goddess' Blessing,Celestial Body,5,50%,102,37%,62%
Io,Goddess' Blessing,Lunar Connection,5,48%,54,31%,64%
Io,Goddess' Blessing,Broken Deity,5,57%,14,28%,85%
Io,Goddess' Blessing,Sky-Walker,5,46%,41,27%,64%
Io,Goddess' Blessing,Half Moon,5,36%,111,24%,47%
Io,Goddess' Blessing,Full Moon,5,38%,26,16%,60%
Io,Goddess' Blessing,Crescent,5,12%,8,0%,40%
Io,Goddess' Blessing,Eternal Reliquary,5,0%,2,0%,38%
Io,Goddess' Blessing,Moonwalk,4,53%,"2,034",50%,56%
Io,Goddess' Blessing,Sanctum of Faith,4,52%,"1,705",49%,55%
Io,Goddess' Blessing,Restored Faith,4,51%,"1,245",48%,55%
Io,Goddess' Blessing,Protectors,4,50%,"1,006",46%,54%
Io,Goddess' Blessing,Swift Arrows,4,49%,"1,881",46%,52%
Io,Goddess' Blessing,Moonlight Garden,4,48%,"1,371",44%,51%
Io,Goddess' Blessing,Crescent,4,47%,165,37%,57%
Io,Goddess' Blessing,Full Moon,4,48%,79,34%,62%
Io,Goddess' Blessing,Feral Strength,4,41%,220,32%,49%
Io,Goddess' Blessing,Celestial Body,4,39%,133,28%,49%
Io,Goddess' Blessing,Spirit Arrows,4,47%,34,26%,67%
Io,Goddess' Blessing,Broken Deity,4,45%,40,26%,63%
Io,Goddess' Blessing,Lunar Connection,4,38%,36,19%,58%
Io,Goddess' Blessing,Sky-Walker,4,41%,12,12%,71%
Io,Goddess' Blessing,Half Moon,4,32%,28,11%,52%
Io,Goddess' Blessing,Eternal Reliquary,4,50%,2,6%,93%
Io,Goddess' Blessing,Sanctum of Faith,3,53%,"1,249",49%,56%
Io,Goddess' Blessing,Restored Faith,3,51%,"3,498",49%,54%
Io,Goddess' Blessing,Swift Arrows,3,52%,"1,174",48%,56%
Io,Goddess' Blessing,Moonwalk,3,52%,901,48%,56%
Io,Goddess' Blessing,Protectors,3,51%,"1,016",47%,55%
Io,Goddess' Blessing,Moonlight Garden,3,50%,"1,055",46%,54%
Io,Goddess' Blessing,Celestial Body,3,49%,176,39%,58%
Io,Goddess' Blessing,Crescent,3,45%,475,39%,51%
Io,Goddess' Blessing,Half Moon,3,52%,69,37%,66%
Io,Goddess' Blessing,Full Moon,3,44%,384,37%,50%
Io,Goddess' Blessing,Feral Strength,3,45%,180,36%,54%
Io,Goddess' Blessing,Broken Deity,3,44%,212,36%,53%
Io,Goddess' Blessing,Lunar Connection,3,41%,231,33%,49%
Io,Goddess' Blessing,Spirit Arrows,3,40%,254,33%,48%
Io,Goddess' Blessing,Sky-Walker,3,41%,173,31%,50%
Io,Goddess' Blessing,Eternal Reliquary,3,39%,28,17%,60%
Io,Goddess' Blessing,Restored Faith,2,54%,"1,724",51%,57%
Io,Goddess' Blessing,Protectors,2,55%,445,49%,61%
Io,Goddess' Blessing,Moonlight Garden,2,53%,"1,487",49%,56%
